;segment_id;time_to_eruption
2552;1514632329;33064100
3258;1514701930;46104122
4382;1515347392;798266
140;1516882705;14454962
3586;151767499;26485390
630;1519380697;11348375
4148;1519401781;23616514
125;1519481245;16347266
865;1519559429;36964027
880;152072473;23637315
2556;1520759814;42356586
4413;152111866;31885285
1373;1521233834;33442299
2203;1522261632;41837024
3806;1522314619;44378225
4109;1522883469;40031279
1626;1523753816;23435466
3735;1523983812;21277258
3372;1524599064;15332460
1884;1524808856;40131851
4203;1524814836;6902635
4261;1525509255;45829647
281;1525760982;15927953
2340;1526747205;9020535
3678;1527528712;28656405
2120;1527530975;27402066
656;152867048;2776328
1493;1529424839;4680643
1632;153007144;166202
3345;1530092377;28319087
3571;1530348286;14953366
1383;1532608723;42170312
3316;1532720435;18519672
1022;1533236910;36235123
2452;1533408168;11751949
3403;1533439228;20377606
2820;1533558667;2866720
588;1533625076;30953175
2073;1533843141;46523483
1548;1534028825;11954381
3608;1534568373;1860894
3419;1534853725;32387210
4150;1534910358;84390
3275;1536905602;35279453
3859;1537170513;31723886
1755;1537199208;2238042
712;1537645954;12485751
37;1537766774;41038586
3468;1537869655;12653097
2176;1539005013;4771207
4418;1540053816;3087622
2750;1540481927;23244227
1716;1540579925;40318296
155;1541433823;44039612
1409;1541798814;6191726
3847;1542102359;18193863
740;1543271024;5395767
1847;1543404630;33558695
4350;154409450;6431103
666;1544513511;3855115
3026;1544540742;35023887
1995;1545024767;14023567
2528;1545662207;16853657
3531;154613191;23115729
2328;1546500531;46718855
772;1546647257;5604810
242;1546922076;4557852
4325;1547755719;43882876
1576;154787093;13758814
549;1548235700;6636975
1604;1548788345;1018667
4241;1549923926;28835250
274;1550253917;21834673
1000;155043963;35854834
61;155056884;7914663
2112;15525330;3368491
3509;1552761888;48814294
252;1552764843;34809390
1380;1553019029;27998195
1491;1553350259;20421269
2011;1554283260;3249711
2711;1554735767;33799987
4020;1555470862;4707194
2977;155632232;43504737
2264;1556454835;8649346
4101;1557541129;37324668
43;1557614721;23711741
563;1557776093;8076591
3185;1557962429;3096677
3207;1558259403;7129641
3889;1558445312;39979726
429;1558786314;17836431
3865;1560069411;16243989
1561;1560072843;11302782
2391;1560663307;45611222
1200;1560889869;19050364
626;1561308440;37487652
2945;1561331479;23421476
1544;1561334237;39600245
400;1561688102;21339296
665;1561804830;14951277
1183;1562801720;553356
2213;1562841966;12732662
2635;1563489982;5077028
3193;1563807677;17307295
2644;1564588400;34260639
118;1565193330;15053544
2860;1565222536;2437913
4412;1565482774;17122547
1874;1565589764;31327092
1171;1565591534;39321096
2468;156595138;29941340
4137;1566132188;42892096
745;1566373795;44640112
3929;1566722014;9595950
2493;1566801415;28336739
150;1566899404;7843656
2524;1567108572;30172502
2483;1567124119;2809328
1346;1567324269;21741464
3644;1567718314;11998722
3788;1567721120;1075479
3050;15685360;897628
2444;1570560259;8505976
3281;1571332963;19261035
2021;1571669313;3924932
4160;1571909877;22199411
1232;1572446006;23186602
2545;1573377605;7467535
853;1573552780;39351880
1004;15737284;37723879
3414;1574642598;40421967
4036;1574845881;48356210
3542;1574915383;1488100
1203;1575169310;43680457
458;1575325627;7153283
4074;1576289277;19913985
3599;1576456949;31937623
2703;1577179301;26289807
4255;1577203317;15503970
2234;1577225037;11699624
2864;1577280457;1162779
524;1577367680;36115175
1963;1579307701;23446487
3691;1580439748;45212912
423;1580979374;15658108
3146;1581516910;27195585
24;1581535482;47810569
4360;158177105;31067413
142;1581973088;33129711
1241;1582079735;43059465
3524;1582153669;17014210
4140;1582918411;45386793
2961;1582932667;37301186
2579;1583152581;42853033
299;1583418568;18740213
4105;1584345184;4761384
567;1585058268;23191755
533;1585404290;43924059
3920;1586311193;33792952
2450;1586315342;35549333
2965;1586453317;3677202
198;1587797749;34430384
2438;158808629;29557555
697;1588190171;17631239
160;1588195813;37849965
1440;1588345140;47023706
3338;1588977747;40964478
3415;1589908307;11101526
2374;1590373443;11178677
1447;1590661832;38921139
2818;159071987;29100267
4133;1591530518;15129281
152;1591648528;11236488
1968;1591838239;4023328
2046;159254576;8955616
60;1592618501;34021266
259;1592733007;12470895
1230;1593620672;92212
3740;1593819793;21842527
1609;1593881532;22446674
2694;1596088659;13610270
1762;1596396273;44748256
3354;1596652528;17909748
205;1596656076;18532567
2662;1597120941;36415836
2872;1597167581;12440931
3516;1598027075;27027444
3997;1598529424;11717197
3472;1598579219;35088970
1841;1598867065;41015356
4275;1599567355;38141110
1270;159994029;21008806
1518;1600768087;14209513
1452;1600911148;32627171
2915;1601879671;20942820
954;1602353393;9231682
1908;1602806318;15589508
710;160311230;15546942
1311;1603113637;38499829
266;1603169207;2462591
2674;1603965113;9897586
4129;1604029643;33152712
1078;1604854130;42841445
3200;1605937406;42927212
4187;1606293873;8725650
871;1606405966;46800799
964;1606687852;28872284
2430;1606727044;22353001
3633;1606986046;10961770
1378;1607261076;20010776
1948;1607344773;22386000
1387;1607574370;30519001
1192;1607704106;22603280
454;1607992811;11457189
3158;1609083406;48066217
2600;1610320452;23863150
1096;1610438119;7769815
3436;1610557757;19540114
1513;1612658867;24348001
4298;161359660;22569779
3107;1613919491;6994788
2028;1615291178;30911070
1458;1615710791;32624185
3362;1616052461;32634347
2377;1617137408;36216466
969;161824206;30672526
3267;1618611548;27463006
2845;1618642010;38888905
578;1618681992;42081096
1408;1619054199;27878416
909;161907109;4726351
3148;1619573441;30683682
1506;1619708381;39156639
1665;162096643;824011
2940;1621292754;46580693
2270;1621317326;25343916
3222;1621736580;24880388
249;1622409915;47013253
183;1622505642;31201502
3534;1622538307;20559079
77;1622981665;22494834
3734;1623384046;18123051
1565;1623655934;14026863
1550;1623980475;24185298
2068;1624253744;39668734
4170;1624949961;2975435
1743;1625290411;5351695
247;1625600951;31100303
3428;1625609574;24675319
1724;1626437563;40492
916;1626674258;28276066
3095;162722008;12523730
2620;1627658612;19975329
2929;1627975310;25241581
1985;1629106107;39145380
1326;162926555;25226035
331;1629550343;23298595
535;1629587216;36859300
2896;1629643803;29503928
1976;1630228584;388790
3296;1630279379;562281
1246;1630569825;37113494
292;1631336027;14051809
3250;1632535663;27865759
2716;1632557353;30205000
1323;1632583965;910530
2914;1633360830;39451264
4346;1634106584;36717512
3442;163436705;9534188
3488;1634625168;23724547
899;1634919976;18975742
609;1635285590;8573199
2443;1635734529;1548545
4099;1636322057;26208248
983;1636892588;33748286
2650;16377035;37393945
539;1638035861;16327110
1181;1638430995;30697245
1217;1638487506;21496664
3765;1638717547;30191646
3519;1639333839;2641692
1399;1639990361;5686220
2048;1640303200;6949902
923;1640400054;24706312
5;1640671020;22264866
1839;1640919122;19163551
4256;1642072889;29087262
1706;1642532502;19430127
1269;1642805858;24996970
3443;1642957741;34543527
3156;1643495358;24574719
811;1643568466;44300941
3669;1643620295;6478259
3761;1643914860;11717404
1026;164402661;26994202
1661;1644400982;9631599
1973;1644815944;24646218
1137;1644850249;32994333
3696;1645508690;12716757
1307;1646467816;24375717
2632;1647077641;44814025
1161;1647257575;7257157
708;1647327707;20264421
2572;1647654553;10064250
3164;1647674114;29556944
821;164798551;24258884
2931;164890155;44091232
116;1648977848;905192
892;1649051276;6969060
2386;1649549859;17539017
579;1649748344;10636415
3626;1649933394;5799494
4342;165200206;30440792
1928;1652114233;26320357
2069;1652870504;1823680
2214;165447134;35180193
2553;1654474728;14850605
2492;1654531953;17041184
2779;1654655678;41666147
90;1655117264;17587182
2891;1655885803;16862227
3139;1656408967;18302224
2500;1656662672;42298722
3257;1657095390;15524959
1992;1657113850;36845757
1517;1657717794;38184467
2267;165778108;11055428
2485;1658170941;10464992
2709;1658693785;25730
3018;1659498570;18419659
2244;165983127;31973235
714;1659836040;34680905
3815;1659897895;45185997
1887;1659940427;26132167
1697;1660325198;1090599
2725;1660458173;2923357
1763;1660531047;23475090
2148;1660774367;6236606
4119;1661002035;4429873
1531;1661123112;16156591
1032;1661769066;31133310
2739;1662385103;29696258
3062;1662488329;27728505
3996;1662666428;37851999
3211;1662707704;17452129
3731;1662980545;42285062
44;1663507226;40819831
4221;1664244261;1765549
678;1664535047;22578907
830;1664537012;5513285
2870;1664633281;27205003
4229;166516369;26694204
1912;1665696677;45871257
2765;1665816909;2975766
570;1665859674;23533599
2070;1666016762;35435017
573;1666037045;1028570
2683;1666736798;24342396
2353;1667192884;14284281
4199;1668596564;39563640
1998;1668927022;5923543
3604;1670044894;28895747
1142;1673078322;18918737
1127;1673131704;1529565
2942;1673190528;30187765
3202;1673745979;11623036
759;1673808277;27077969
2534;1674520710;35723546
3852;1675304792;40519654
503;1676337198;36133854
849;1676626416;32788364
3879;1676626801;12628788
819;1676644030;25965968
1930;1677777034;37636264
1339;1678614313;40667589
1398;1678801994;4832573
3409;167910682;10138796
3173;1679797038;33600322
1013;1680110817;19680432
1247;168031461;15412083
3249;168061873;7570305
4323;1681357380;12397380
3690;1681896366;11877888
1255;1682499870;20349665
1972;1684619539;37061057
3733;1687130255;11436625
3539;1688414695;5730449
1087;1688829653;25664145
2388;1688844244;35439062
2043;168903539;43716747
3066;1689674359;33220295
412;1690458083;43937252
1523;1691053444;18574433
825;1691322781;11645625
989;1691939173;18864193
668;1692940358;26514155
907;1693182700;33336947
663;1693633195;27241936
631;1694484234;37256705
2516;1695657865;42857959
2469;1695772898;36932249
3699;1696196745;46315169
4396;1696230471;18277674
1162;1696428789;13987327
1490;1696879043;17876505
3939;1697294554;22962050
1057;1697700974;22111513
2613;1697989660;13197684
2554;1698103651;4894857
2688;169856050;32885224
1537;1699037504;38564009
2950;1699110788;35358442
3926;169924430;34023798
3397;1699783975;44850354
437;1700043853;7384964
2030;1700093004;7279992
3153;1700303244;4694938
2707;1701117181;24262978
2237;1701588334;5665547
1898;1701589386;22494037
4158;1701666360;37476322
2090;1702022349;13247955
1671;1702047198;31024899
1843;1702088520;15273131
2209;1702092683;44693029
3987;1702619561;39939077
696;1704169438;12575806
686;1705846659;18669385
3121;1706039642;36179027
3174;1706046814;25533509
2397;1706661278;42500600
690;1706956734;37785355
4208;1707721881;44682561
1858;1707927431;3143032
4198;1707941878;513040
2670;1708031664;2530002
2836;1708398459;45161314
4328;170846154;30241108
4024;170876718;3200603
3890;1709437305;41184778
3864;1710136076;20853878
2331;1710219667;21215874
2512;1710703034;27092102
3433;17116587;84289
236;1711869645;10523062
2704;1713113385;5125063
3030;1714364025;14662871
3406;1715006792;12717731
3661;1715071327;8632309
2875;1716709296;40483974
3438;171770953;26139290
3557;1720483809;42830816
153;1720926032;7457448
2684;1721845898;23885849
316;1721863898;30783919
3897;1722218659;40258659
2789;1722219544;12253955
4046;1723009004;41949889
3995;1723670393;29082279
1880;1723765105;45193353
238;1723838806;9260641
1848;1724893776;26917146
885;1725139160;15397482
2631;1725440304;35358523
522;1725501178;16884808
2408;1725681486;42535731
308;172630657;10264626
119;1726437005;21379271
4345;1726460483;41286982
831;1727538054;9495753
2956;1728243757;7404248
53;1728354879;26997712
3831;1729294003;35338997
2523;1729341905;40523236
4060;1730111858;22842856
1274;1730836674;9129812
401;1730966873;25195068
845;1731442072;46137381
219;1731539296;37152618
1563;1731671258;7598984
3225;1731895459;27638123
2729;1731908944;43678489
488;1732517587;20782710
3116;1732710532;12338009
4358;1733776026;30688509
2846;1733795208;34929043
491;1734310781;19655605
2079;1734582169;30074178
2503;1734610823;4937645
787;173573447;43423328
1187;173647205;19011844
51;1737493119;3544851
4318;1737760647;20039012
3709;1738729842;8936162
87;1738967219;22805350
2151;1738991450;7263588
1812;1739556474;20574165
2297;1739584326;3600138
1201;174001793;10272863
2774;1740283876;31767056
56;1740565995;28152400
2659;174076851;37122956
3540;1741159826;9259694
1116;174155475;16752547
4209;174184608;7711468
2125;1742363378;46268482
310;1742514145;35621472
1996;1743573729;28935146
3304;1744174750;10500658
2062;1744744506;9935686
3770;1744862080;1180181
3594;1744933255;864418
3068;1744988968;34673353
101;1745355323;24181921
1374;1746134419;42675959
3672;1746205662;20988575
3866;1746480690;5481026
438;174681942;7163152
1046;1747359878;12942785
2260;1747440698;15417122
2083;1747514957;23590991
627;174755973;24298583
754;1747991270;42711424
3959;1748875356;35793058
797;1749369404;43753881
1553;1749413028;16250560
3657;1749570880;32249219
1332;1749901723;36526686
1966;1750361100;43536178
63;1750688026;11802407
165;1751225823;29457928
1480;1751297926;5768092
2735;1751360072;239598
3274;1751861795;18390136
1990;1752012044;26751508
3445;1752158034;31149408
2463;1753654937;15232409
1130;1753782694;13400082
3648;1753948023;7078299
3841;1754306705;19971850
3284;1755124940;26091816
3000;1755381255;6275252
3581;1755781698;29851083
2657;1755937906;12164009
1009;1756532483;7337563
3857;175656364;4899747
1080;1756847193;33297409
762;1757611801;24203451
3186;1757615130;44453895
1391;1757782121;29291218
1687;175810421;41329839
3024;1758285759;24641156
3570;1758659969;24467757
1445;175893382;10856366
4022;1759043869;27199784
597;1759210199;38195716
882;1759931361;26547777
4151;1760235933;7668126
484;1760653534;31497752
1328;176086997;27696083
4262;1760886126;14020149
1404;1761570399;18876871
48;176160971;28425095
1625;176209287;11393279
3058;1762247308;36771014
2210;176230486;7725224
2155;1762541807;39162237
2968;1763128315;6708538
138;176524368;37094886
2040;1765356109;16352671
3247;1766676095;25848699
1416;1766869024;40279536
2978;1767003035;40830373
2747;1767129245;39609704
161;176793362;40165333
1829;1769819935;11821421
2784;1769830256;3391519
3606;1770249214;23336538
3706;1770453587;24751378
2796;1770479433;25000822
3201;1771457699;2724219
3381;1771970232;7255714
2092;1772005623;36421858
149;1772142112;2463684
1657;177224827;41613461
2305;1772558965;11832871
4311;1772905707;7846759
1939;1772961341;1604659
3285;1774178760;10122111
1265;1774865955;20225627
1482;1774928274;13445802
3151;1775694000;11810972
241;1775977748;40463545
4341;1776545354;16979330
2009;1776661682;27638525
1144;1776689049;44054917
3335;1777078655;11559500
3654;1778033056;37549410
1674;1778564935;40730529
185;1778817952;16552095
2198;1779027136;7761008
348;1779441152;17038346
441;1779587613;2004512
2873;1779729821;4712588
321;1779752448;1276396
2166;1780106336;3632602
3032;1780897562;38097382
952;1781549871;5239386
3144;1782750702;29337249
328;1782795742;15155121
4294;1783211610;28809979
1889;1783361279;19840040
2890;1783927062;31514332
2629;1784003284;14439463
2364;1784303360;48171944
3715;1784875135;3067072
2748;1785337401;25463643
2959;1786596222;23214061
2521;1787322521;5662679
1099;1788435940;26377614
780;1788555372;44853667
4056;178901494;1939942
2619;1789535259;25454875
3614;1790014943;4415838
4211;1790767904;7634297
8;1791400073;11719563
3907;1792016264;1487485
3235;1792488399;18100271
2840;1792515981;30789663
1229;1792559771;11031673
1627;179291279;12528887
4050;1794355873;31758944
803;1795012208;23930691
2576;1795112460;9747225
4363;1795176550;20677112
2300;179525834;204435
2153;1795602202;6924931
1012;1795606172;8056348
2329;1795614622;32898561
3396;1795806549;43292567
1076;179584121;19387989
1962;1795889126;46028649
680;1796116403;24827310
3341;1796552926;42681760
2691;1796828348;5946418
2251;1797832781;41150156
26;1798529911;5142989
624;1798614789;5616496
1498;1798699284;3195133
2422;1799056940;1116252
262;1799211709;40018074
1815;1799261863;12140743
760;1799326521;15060061
1787;1799744991;26563234
1111;180022915;44343176
1206;1800749408;23510180
4228;180078780;35997951
3191;1800836003;22437296
1352;1801474339;28755637
3199;1802493796;40565974
431;1802697767;45749086
4000;1803854013;47525963
224;180412483;41331696
1261;1804239808;41388119
3216;180435922;42244355
3543;180442009;14018629
2506;18045429;1691224
58;1804779174;25240759
2254;1804866305;16671550
4227;1806903214;7011946
2651;1807997703;45834487
746;1808003135;20784573
2138;1808764133;3737298
27;1809144248;4931804
1691;1810962014;23073590
3747;1811060976;33917543
2250;1811771508;20862821
3538;1812071509;7232627
255;1812302207;38421788
684;181232508;278535
355;1812857030;20397209
3989;1813254872;18868710
3172;1813316595;29626720
2526;1813448113;33821602
2539;1814483196;22944101
2292;1814641162;17966999
2178;1814728524;8944997
507;1814907428;13786715
398;1814978741;7954212
3328;1815447033;14680617
1979;1815738315;19938676
1260;1815907735;42967777
123;1816226657;39962047
4042;1816660037;33754525
1516;1816809145;37103711
2997;1817126225;19861189
449;1817642771;28450656
560;1818420386;33353623
4049;1818549757;15058465
1110;181930949;37113717
2304;1820536462;35027474
2793;1820718918;35495805
1512;1821339602;14215090
1117;1821527103;32780737
1830;1822328263;39897195
2186;1822429217;44985148
2265;1823489756;22908496
615;1824403119;562600
3125;1824838847;7690077
2041;1824950572;43264593
396;1825059086;39456823
3483;1825341042;13462779
121;1825350523;36512926
4111;1825588312;38688700
28;1826631403;1846267
4166;1826701813;19374538
1837;1828751957;28866918
3233;1828811427;31620721
376;1830012984;40864977
3573;1830661783;35173148
2535;1831067564;44337912
313;1831534866;18170380
463;1832090295;13207230
1045;1832548753;8244845
231;1832562741;41262439
616;183261008;10977598
2892;1832717665;14680703
1459;1832960673;21194908
188;1833020166;41925615
1624;1833706259;10012770
1533;1835203048;10766496
3501;1835351538;11634499
3537;1836010798;2497619
1683;1836811096;34012139
2744;183681243;5747629
3253;1836987260;31275501
3860;1837005818;20480968
1558;1837383029;16556220
237;1838044713;28976160
2412;1838577064;30068689
221;1839339142;4012852
724;1839787224;29619667
420;1839914690;43212742
2022;1840552452;21930556
3895;1840876629;8357576
1308;1840889530;28937061
3499;1841041805;25815489
124;1842050033;29859410
544;1842353536;7488081
653;1842507581;34141647
1779;1843103687;26237021
424;1843106667;10073313
997;184364998;15928239
2167;1844114621;19555621
3934;1844400215;43641966
566;1844835543;39203881
873;1845110914;13316690
4168;184540592;8986851
733;1845995648;6675366
743;1846137609;12432618
527;1846591;22347471
29;1847054966;34371250
676;1847150368;25916077
4336;1847339053;28357496
1464;1847973982;28078928
1095;1848578834;13982533
2398;184881813;18242118
753;1849160248;6437751
3109;1849860470;13135106
132;184996575;15009926
786;1850894199;17569722
1711;1851148132;33675868
462;1851591417;9253331
416;1851830642;36827935
1079;185210009;20526024
2378;1852580754;36149731
901;1852779090;36595113
1349;1854106784;25356684
1062;1854263187;39821172
2599;185435567;13426654
3593;1854628310;7882623
393;185475086;7267557
1807;1854908358;42091489
1703;185583752;30287728
1027;1856292606;21878259
85;1858051447;5739511
2434;1858752827;8147235
1798;1858882574;37328324
195;1859080601;2525893
2207;1859470905;35330688
4392;1859514173;23341339
3017;1859768578;38058114
1846;1859821935;29533884
3097;186049934;22132670
1007;1860735595;31225476
4283;1860793426;25417967
900;1861136023;42399338
953;1862197689;28607064
2474;1862848849;7716098
1233;1862976121;10940666
4242;1863667731;24114791
4120;1863970879;16697255
1468;1864042146;40658986
1854;1864294958;17736290
3595;1866274078;23105930
154;1866515652;30057078
2094;1867066422;3976628
350;1867729589;22264601
936;1867792421;31801137
4384;1868294914;31396717
2561;1868336201;20735791
4147;1869369572;39879035
485;1869661089;28469799
2243;1869756633;15723154
4155;1870022469;39616129
1606;1870606375;991695
2124;1871098842;25939125
3668;1872501987;35478850
300;1873012060;12810352
2878;1873556690;2134100
2876;1874406272;6619402
4423;1875762520;37899522
1141;1876246151;29104897
215;1876661931;5739338
2423;1877377853;22628459
2592;1877594152;15882300
2185;1878406837;24340815
1688;1878766314;37845467
2150;1879757367;17397520
1639;1879772258;47315357
4403;1880839579;25743001
998;188086453;34159033
96;1881373644;27410437
3840;1881438453;15245757
3976;188165434;41300474
706;1882410793;10610525
4121;1883517059;3141510
1170;1883665524;38482091
248;1883687008;29480676
2467;1883696145;32975065
105;1884847148;33847537
1042;1886344380;8688340
942;1886769185;33464579
4429;1886987043;9598270
1857;1887047868;48003713
1642;1887305432;19362776
3582;1887367976;33447926
369;1888095791;21747896
4222;1888143699;18148160
3265;1888437149;44204843
565;1888442337;25475131
647;1888696517;12493093
1188;1889193254;45051811
66;1890593527;5734891
2805;1891418251;18817303
2520;1892236371;15024473
1749;1892346723;46377153
927;1892801987;7072017
3206;1893376593;38902184
1411;1894979055;47567588
2768;1895560758;32042279
2201;1895867403;24682269
2;1895879680;14965999
1435;1896320158;23148519
2588;1896475785;22761183
4072;1896602639;42049042
581;1897117523;15088404
4216;1897364457;22235500
3910;1897452640;44258936
1165;1897579422;12937812
1082;1897942466;12487218
3927;1898495626;21877003
4282;189860397;28531651
2682;1899178209;28413535
4082;1899404884;31631674
447;1899573155;16026868
50;1899738295;31368571
4273;1900560867;18077927
3053;1900590714;44047810
2116;1900909864;26526575
3796;1901004693;32014211
709;1901036315;19376094
129;1901334447;22001305
1885;1901531819;43330732
1583;1903062865;47453178
3613;1903089822;31956387
4213;1903745145;24067925
1534;1904220604;17038685
4393;1904359892;16780460
2922;1904612417;3819695
201;1904644745;6648378
3638;1904699622;42984216
479;1906505674;690499
3489;1907477896;33122464
422;1907967488;25184507
3177;1908683122;36414193
1202;1908814569;32016807
835;190975230;42792996
1799;1909894805;34181350
2769;1910377123;42001664
1910;1910683521;10391751
2064;1910784588;2656319
4406;1910832656;25381156
2158;1910854293;30223509
3888;1912467905;15935178
2415;191377567;15877114
4377;1914321864;37032334
2067;1914600378;14367752
583;191482132;16849080
3039;1915110800;44130948
562;19156896;45002765
4113;1917159237;16483281
1093;1917282367;34500541
1240;191737931;16314839
3475;1917503119;14832586
3312;1917527704;5509126
3564;1918044574;28666827
3029;1918233778;9225671
46;1918352299;25014032
3771;1918360487;41321577
4103;1918520817;43380671
2188;1919183481;3002710
842;1919208521;8616194
296;1919243833;3930776
3497;1919329512;21459991
2811;1920199628;21385933
2700;1920256938;35567806
4330;1920930251;15022063
1186;1921559595;43943520
3367;1922533431;22849679
4080;1922550637;22769219
1139;1923243961;49046087
1686;1923526983;21398625
1809;1923868997;29478794
3326;1923881461;21677244
346;1924752407;661683
4189;1925307864;5538535
4112;1925628019;16135224
2236;1925723673;10746815
3639;1926315178;26051978
2834;1926564553;2278669
3361;1926691886;21219871
1221;1927667195;26661187
178;1928017333;28243271
2998;1928560987;14309184
407;192886119;1751151
2850;1929043439;28045635
1472;192923676;6167258
2702;1929455259;34228950
4;192955606;31072429
3054;1929612636;43789431
875;1929613301;46883247
3013;193086515;13254315
213;1931174724;5851521
2326;1931757627;46398350
2449;1932627280;47721644
2833;19327705;36874181
744;1932836320;7003376
4296;1932879035;9967961
4018;19334151;33502198
4201;1934168687;21094623
3803;1934229547;44319162
4368;193428884;17211317
967;1935878474;436721
3945;1936159281;10110939
2204;1936367122;8375794
4243;1936486439;1965682
59;1937012872;37178418
1364;1937517158;32872453
3647;1938125537;37392371
1945;1938473432;9355386
996;1938743280;37605159
2419;193924465;41556262
4303;1940076231;16085424
2752;194039587;28555897
279;1940684810;23393531
337;1940807669;5882683
1211;1941390029;46195510
1189;1942383551;13072374
2578;1942733658;22041266
3950;1943060459;5663925
586;1943182278;34753230
779;1943373950;22027103
2570;1944127807;22570129
761;1944553326;45521511
4277;1944948226;29022718
301;1945020467;25622349
3940;194567280;16073591
2963;1945681734;6299425
935;1945782318;6101843
827;1946119606;39726331
3911;1946270616;44239639
1069;1946443471;19204817
4281;1946515759;35714295
1582;1946592059;15517085
532;1946666513;35802381
2835;194694638;24803572
1645;1948878169;41252224
1738;1949765796;31721858
897;1950201058;7703381
3820;1950973678;26787051
1063;195259674;41153370
3269;1952614890;42027654
4141;1953501873;7595702
3444;195410763;38939102
2724;1955314717;345793
340;1955432817;28076355
2567;1955614886;11025103
1788;1955760883;14451915
1145;1957235969;26929
687;1957304311;10692366
2403;1957593320;9674308
179;1957796636;24177634
1982;1958422281;47401686
2901;1959519835;22675823
1514;1961076530;1199235
1337;1961286560;24569825
3998;1961394909;14893845
2589;1961765898;37972604
25;1961905320;23494242
3529;1962838586;24031033
2157;1962934363;6824724
2967;1963232448;37863565
1343;1963562520;22609243
2754;1964262681;42178036
2451;1964459818;12548620
134;1964629036;13711404
638;1964855818;30886394
3482;1965389750;19559744
810;1965441451;42301729
3850;1965723498;10945454
235;1965835461;40303568
3979;1966015500;6894687
1340;1966964193;17353555
4039;1968196713;23306396
4055;1968287716;3892368
2350;1968343855;8986798
4322;1968465470;25153191
4190;1969167691;32470387
3930;1969346241;24256626
1849;19693814;28839307
3899;196942129;13902477
1;1969647810;32739612
3686;1969742960;20542577
260;1970380552;2413795
4352;1971386115;23614730
3011;1971505485;1001396
3938;1971896441;18307714
2767;1972116695;12582561
303;1972350442;32304331
108;1972765916;5452143
1532;1973467302;17204463
214;1973493369;47042081
1575;1973725295;46113784
473;1973757652;16425646
3601;1974738442;6437176
3411;1975170856;9652216
1277;1976702458;24433716
325;1976957121;43740620
931;1977710546;14113883
1789;1978888892;12384264
2221;1978899497;43757623
1833;1979431054;8859249
502;1979596579;32702044
1479;1979839856;46235795
3579;1979931149;18567908
703;1980120300;17577204
3693;1980582945;44757830
4171;1981060358;649407
4023;1981736391;1393046
2294;198187683;33574710
172;1981928952;28993038
2248;1982635176;44729527
1564;1982908792;38536616
2375;1985475842;16999211
88;1986171846;21903369
769;1986279721;23891482
854;198632987;32120697
2494;1987327479;18381807
4037;1987666182;37238494
1496;198828595;2651165
1278;198883212;10423456
2771;1990048935;33511607
1397;1990445485;3776851
956;1990552166;30125192
99;1990660302;2100262
2089;1990984540;28138930
960;1991439490;23196613
4400;199150770;23907168
1276;1991834430;21323953
2192;1992733806;24394051
4016;1992962757;4205229
395;1993630154;1702860
1375;1995224750;31465979
418;1995318007;15117628
1216;1995339394;25259216
3759;1996020221;37586896
2145;1996236533;13019122
3417;1996436465;21436971
725;1996761843;45993592
1470;199677833;28777208
1760;199758714;33495484
2286;1998632037;14621434
3120;1999031320;23805242
1357;1999249396;32939149
3894;1999605295;40825905
3902;1999816124;914751
1909;2000347986;43205587
263;200041020;35805589
2697;2000584028;14171782
217;2000902559;13353813
3782;2001564721;37121208
1866;2002038013;23892380
2232;2002404734;37808277
2312;20029600;13723120
3912;2004697443;7455595
3891;2005284845;2201545
2565;2005287921;14620729
3801;200582245;10841709
851;2005894991;16409063
2426;2006608401;12678388
778;2006823210;41462971
1879;2007716403;10899243
2934;2007928321;20955861
360;200839985;11440320
1054;2008862417;20932719
2546;2010192399;11104368
4381;2010286340;25498559
298;2010443578;6416251
306;2010479566;11919352
3552;201055248;22679917
1244;2010868700;17567041
3416;2010947351;33741660
672;2012305591;23607971
273;2013387937;8159420
2470;2013408541;40611331
4263;2013641040;36220280
2424;2014875162;30093768
2508;2014992605;481996
2646;2015589007;46507264
3953;201613561;39473420
4258;2016361594;36335121
596;2016421842;10792000
1710;2016647233;13652830
2133;2017029610;13117924
564;2017077197;1378995
3348;2017078937;46231643
1305;2017191725;1618134
3430;2018383254;44643200
3270;2019233977;34908224
1350;2019378960;20092375
4310;2021966053;20968204
3410;202371458;36232629
3775;2024731284;36093677
2510;2025261850;20141151
2607;2026112332;11942621
1257;2027572523;14738224
2822;2027698248;36067606
2001;2028172074;37211893
2782;2028433450;36368235
170;2029121195;43190417
1473;2029822552;23274490
4011;2030114890;31660902
823;2030813906;28038265
1214;2031334949;42714280
1474;2031744734;15487372
3145;2031787098;15612556
2925;2032154038;4023475
2208;2032277704;13514849
2905;2033311777;805199
2907;2034080287;30438549
4291;203457401;29283212
1143;2034726326;30200415
470;2035828528;4883180
1149;2036342515;36687740
2177;203692684;11284118
2984;2036967215;30091560
3504;2037160701;30361976
1959;2038024888;7098945
3195;203831916;33363523
1592;2038489562;42593849
1974;2038722327;14301216
577;2039942615;7746872
1393;2039956296;9693809
2135;2040053635;45561250
1673;2040063058;35895168
2387;204026342;31609293
2809;2040725785;13133609
1771;2041026525;6747618
100;2041042967;38302199
3526;2041378428;2508506
2877;2041531962;36738869
2936;2041546283;16697030
994;2042137471;6411018
1185;2042268384;9116575
2320;2042812302;18073490
4309;2042918322;39325300
1159;2044088860;35479215
1842;2044425220;41384391
2638;2044769449;32387832
2027;2044857103;35250581
1215;2045584134;31479637
